Age,Employment_Status,Employment_Duration,Industry_Sector,Education_Level,Marital_Status,Housing_Status,Years_at_Residence,Number_of_Dependents,City_Region,Annual_Income,Total_Debt,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Score,Credit_History_Length,Number_of_Existing_Loans,Total_Credit_Limit,Credit_Utilization_Rate,Savings_Account_Balance,Checking_Account_Balance,Total_Assets,Net_Worth,Number_of_Late_Payments,Worst_Delinquency_Status,Months_since_Last_Delinquency,Number_of_Credit_Inquiries,Number_of_Open_Credit_Lines,Number_of_Derogatory_Records,Bankruptcy_Flag,Credit_Mix,Loan_Amount_Requested,Loan_Term_Months,Loan_Purpose,Payment_to_Income_Ratio,Collateral_Type,Collateral_Value,Transaction_Amount,Transaction_Frequency,Transaction_Location,Days_since_Last_Transaction,Avg_Probability_of_Default,Avg_Risk_Weighted_Assets,DPD_Trigger_Count,Bankruptcy_Trigger_Flag,Cash_Flow_Volatility,Seasonal_Spending_Pattern,Custom_Risk_Score,Credit_Risk_Score,Default_Flag
39,Employed,11,Tech,University,Married,Rent,3,0,West,49240,2334.0,0.0474004874086108,0.0203086921202274,362,4,3,13189,0.176965653195845,6238,7348,157960,155626.0,2,1,53,2,6,0,False,Revolving,1000,36,Debt Consolidation,0.0067695640400758,None,0,45,8,South,234,0.2064681326015618,25433,1,False,0,Medium,110,850.0,False
41,Employed,2,Education,High School,Single,Own,2,0,East,73946,187.0500354406299,0.0025295490687884,0.3630892813674843,333,35,3,500,0.3741000708812598,13299,12770,85403,85215.94996455938,5,2,52,0,3,0,False,Installment,26849,36,Business,0.1210297604558281,None,0,173,9,West,41,0.0781861543181319,48885,2,False,13759,Low,218,778.0,False
66,Employed,5,Finance,University,Single,Own,10,5,West,74977,679.5551371210958,0.0090635146394373,0.1965002600797578,300,15,1,500,1.0,22850,743,194318,193638.4448628789,6,3,0,2,5,1,False,Installment,14733,36,Business,0.0655000866932526,Vehicle,0,361,8,South,106,0.0396308765324755,31109,2,False,6250,Medium,336,711.0,False
54,Employed,0,Tech,University,Married,Rent,2,0,South,41567,10693.858381964992,0.2572679861901266,0.2576803714485048,300,10,1,21449,0.4985714197382158,3330,1735,24511,13817.141618035008,5,1,30,0,5,0,False,Installment,10711,60,Other,0.0515360742897009,None,0,236,11,East,118,0.3210391999694836,0,4,False,14644,Medium,259,643.0,False
61,Employed,3,Finance,High School,Single,Own,1,1,East,40615,21509.0,0.5295826665025237,0.1507078665517666,324,9,0,141981,0.151492101055775,95075,9245,219988,198479.0,3,1,56,0,3,0,False,Revolving,6121,36,Other,0.0502359555172555,None,0,36,10,West,232,0.11854539217168,174588,0,False,7803,Medium,249,678.0,False
18,Employed,12,Finance,Others,Single,Own,7,0,East,65858,581.7216466277358,0.0088329686086388,0.0937775213337787,300,0,1,500,1.0,40525,1238,0,-581.7216466277358,4,1,35,0,3,0,False,Revolving,6176,36,Home Improvement,0.0312591737779262,Real Estate,0,930,12,West,58,0.0885584172290732,95218,2,False,0,Medium,254,753.0,False
27,Self-Employed,0,Education,Graduate,Single,Own,0,1,West,84469,24382.31839014108,0.2886540433785303,0.0118860173554795,336,17,4,73177,0.3331964741673078,26633,12013,242916,218533.68160985893,5,4,56,0,3,1,True,Installment,1004,24,Debt Consolidation,0.0059430086777397,Real Estate,102743,89,7,East,339,0.3927242591946979,0,2,False,17219,High,425,510.0,False
60,Employed,1,Finance,University,Married,Rent,2,2,East,27137,727.4360100779235,0.0268060585207621,0.7551313704536242,300,11,2,500,1.0,89818,10494,0,-727.4360100779235,5,2,51,1,2,0,False,Revolving,20492,60,Home Improvement,0.1510262740907248,None,0,171,3,West,162,0.408766463008143,30768,3,False,0,High,310,693.0,False
33,Employed,0,Other,University,Single,Rent,3,2,North,89916,285.49488571486023,0.0031751288504255,0.0538168957693847,300,7,0,500,0.5709897714297205,1771,5130,213282,212996.50511428516,5,6,54,1,4,0,False,Revolving,4839,36,Home Improvement,0.0179389652564615,Real Estate,0,61,12,West,152,0.0611106197386207,191489,2,False,0,Low,289,810.0,False
63,Employed,3,Tech,High School,Single,Own,0,0,West,56466,3494.0,0.0618779442496369,0.3935465589912513,395,12,2,109739,0.0318391820592496,1073,15144,185085,181591.0,2,2,36,1,2,2,False,Installment,22222,36,Home Improvement,0.1311821863304171,None,0,613,7,North,68,0.2398990683236487,31612,0,False,0,High,249,850.0,False
25,Employed,5,Education,High School,Married,Own,2,3,South,45787,14158.30153442042,0.3092209914259597,0.2162622578461135,300,2,2,18918,0.7484037178570895,5936,3623,0,-14158.30153442042,3,1,5,0,4,0,False,Revolving,9902,48,Home Improvement,0.0540655644615283,None,0,64,10,West,43,0.1858539130773673,0,4,False,0,Low,295,695.0,False
73,Employed,0,Education,University,Married,Mortgage,6,1,West,77590,485.3819882414183,0.0062557286794872,0.2475061219229282,300,25,2,500,0.9707639764828366,8193,30929,46771,46285.61801175858,6,2,40,0,4,0,False,Revolving,19204,60,Home Improvement,0.0495012243845856,Real Estate,104379,63,6,North,134,0.0420425569645361,164143,1,False,10150,Medium,266,702.0,False
66,Employed,0,Finance,University,Married,Mortgage,4,1,East,66414,9796.0,0.1474990212906917,0.3589755172102267,375,17,3,42112,0.2326177811550152,21886,177,0,-9796.0,2,0,57,2,4,0,False,Revolving,23841,48,Debt Consolidation,0.0897438793025566,Vehicle,0,87,9,West,3,0.0448698824885406,33953,0,False,12944,Low,90,817.0,False
42,Employed,10,Finance,High School,Married,Rent,11,0,East,10000,4668.427112226526,0.4668427112226526,1.0,334,13,2,88550,0.052720803074269,119809,1143,0,-4668.427112226526,4,4,32,0,2,1,False,Revolving,19070,24,Business,0.5,None,0,370,11,East,23,0.1076579542659169,95258,3,False,6469,High,328,668.0,False
67,Employed,3,Healthcare,University,Married,Rent,0,1,West,112388,21409.0,0.1904918674591593,0.0721518311563512,335,10,1,23493,0.9112927254927,47756,8900,144420,123011.0,2,0,57,0,6,0,False,Installment,8109,60,Debt Consolidation,0.0144303662312702,None,0,196,17,West,163,0.1267162402296109,58425,0,False,0,High,193,815.0,False
29,Unemployed,3,Healthcare,High School,Single,Rent,11,1,North,47592,1704.030926605833,0.035804986691163,0.1649436880147924,338,3,0,13189,0.1292009194484671,21032,10743,88344,86639.96907339417,3,0,50,0,2,0,False,Revolving,7850,12,Other,0.1649436880147924,None,0,503,12,North,132,0.0535833617849759,0,2,False,15105,High,153,791.0,False
42,Employed,14,Education,High School,Single,Own,0,0,South,64732,43453.32907735398,0.6712804961588392,0.0852437743310881,300,15,0,78648,0.5525039298819293,4612,49004,93044,49590.67092264602,5,2,45,0,4,1,False,Installment,5518,24,Business,0.042621887165544,Real Estate,63682,569,12,West,361,0.3310209239207397,17467,1,False,4594,Medium,420,599.0,False
34,Employed,1,Education,High School,Married,Own,8,1,East,77569,6326.0,0.0815531977980894,0.1505498330518635,399,12,1,173038,0.0365584438100301,16228,2755,185347,179021.0,4,1,15,2,2,0,False,Installment,11678,36,Business,0.0501832776839545,None,0,316,6,East,354,0.0639581396288298,208350,3,False,648,Low,168,850.0,False
43,Employed,11,Finance,University,Married,Rent,1,1,South,54867,13.509191104327051,0.0002462170540457,0.1720888694479377,300,8,1,500,0.0270183822086541,27926,14997,0,-13.509191104327051,4,2,31,2,1,2,False,Installment,9442,24,Other,0.0860444347239688,None,0,191,10,West,34,0.0853965755994054,75757,3,False,6930,High,345,813.0,False
63,Employed,18,Other,High School,Single,Own,14,1,West,25894,40689.0,1.0,0.3016142735768904,314,12,0,173596,0.234389041222148,31380,2581,0,-40689.0,4,1,37,1,4,0,False,Installment,7810,48,Debt Consolidation,0.0754035683942226,None,0,333,11,West,126,0.0924415952091752,114984,0,False,2461,Medium,377,538.0,False
65,Unemployed,1,Other,University,Single,Own,0,0,North,80724,6813.0,0.0843986918388583,0.2166270254199494,426,15,0,24918,0.2734168071273778,91555,30699,12451,5638.0,1,1,3,1,2,0,False,Revolving,17487,48,Home Improvement,0.0541567563549873,Vehicle,0,218,14,South,147,0.035027050502639,105569,5,False,0,Low,174,850.0,False
31,Employed,3,Finance,Graduate,Married,Own,5,3,West,62147,5250.0,0.0844771268122355,0.2128179960416432,368,3,1,67211,0.0781122137745309,1351,5759,287494,282244.0,0,4,44,0,3,0,False,Revolving,13226,36,Business,0.070939332013881,Vehicle,85695,16,5,South,185,0.0970700990366161,195030,0,False,13227,High,104,850.0,False
58,Employed,3,Healthcare,University,Married,Own,0,2,North,105588,16208.0,0.1535022919271129,0.133547372807516,411,8,3,153110,0.1058585330807915,57074,530,0,-16208.0,2,1,40,0,3,0,False,Installment,14101,24,Debt Consolidation,0.066773686403758,Real Estate,32586,118,3,West,305,0.0807364866941637,81668,2,False,5528,High,145,850.0,False
53,Self-Employed,10,Healthcare,University,Single,Rent,7,0,South,18353,8672.0,0.4725113060535062,0.0544870048493434,301,10,1,28508,0.3041953135961835,3614,2570,122741,114069.0,5,1,47,2,4,0,False,Revolving,1000,36,Business,0.0181623349497811,None,0,281,8,North,239,0.0634225596670554,0,1,False,0,Medium,302,643.0,False
74,Employed,1,Other,University,Single,Rent,0,0,South,58917,277.2492205774986,0.0047057592982924,0.1740244751090517,312,12,2,500,0.5544984411549971,20174,4785,270479,270201.7507794225,2,0,18,1,4,0,False,Installment,10253,36,Other,0.0580081583696839,None,0,11,7,East,356,0.3300575065284518,15974,1,False,0,Low,193,826.0,False
40,Unemployed,7,Education,High School,Married,Rent,7,3,South,51643,158.00797689240463,0.003059620411138,0.4173653738163933,300,5,3,500,0.3160159537848092,22257,4031,124942,124783.9920231076,5,1,23,0,4,0,False,Installment,21554,60,Other,0.0834730747632786,None,0,65,10,West,53,0.4011918733608243,0,5,True,4743,Medium,214,775.0,False
60,Unemployed,17,Finance,Others,Single,Own,9,0,South,146615,25991.963673083563,0.1772803851794397,0.0655185349384442,374,10,0,22012,1.0,6342,5412,0,-25991.963673083563,3,0,41,1,5,1,False,Revolving,9606,24,Other,0.0327592674692221,None,0,211,6,South,113,0.2004310714835518,0,3,False,0,Medium,291,850.0,False
23,Employed,9,Education,High School,Single,Rent,13,0,East,27301,5703.389376908388,0.2089077094944649,0.4159920882018973,304,5,5,48910,0.1166098829872906,3411,9828,180050,174346.6106230916,2,1,6,1,5,0,False,Revolving,11357,36,Business,0.1386640294006324,Real Estate,94676,100,12,South,307,0.2038062313068259,67613,1,False,2870,Medium,164,768.0,False
64,Employed,11,Healthcare,University,Single,Rent,2,1,North,53996,20289.0,0.3757500555596711,0.2660752648344321,308,9,4,97700,0.2076663254861822,7461,3603,372191,351902.0,3,0,35,3,5,0,False,Installment,14367,36,Home Improvement,0.0886917549448107,None,0,81,12,West,279,0.1420951854080659,88980,0,False,15668,Medium,246,684.0,False
22,Employed,6,Other,University,Single,Rent,4,0,East,67174,6334.0,0.0942924345729002,0.3184714323994402,362,4,2,101155,0.0626167762344916,7024,521,0,-6334.0,4,3,47,0,3,0,False,Mortgage,21393,60,Business,0.063694286479888,None,0,10,12,South,277,0.092935255082655,2682,0,False,0,Medium,202,850.0,False
60,Employed,11,Education,Others,Married,Rent,7,0,West,79207,12376.0,0.1562488163924905,0.357594657037888,355,12,3,40233,0.3076081823378818,31401,6107,248700,236324.0,5,2,13,2,5,1,False,Revolving,28324,36,Business,0.1191982190126293,Vehicle,168527,408,14,East,78,0.0730242317049045,0,1,False,0,High,255,819.0,False
42,Employed,0,Healthcare,High School,Married,Own,10,0,East,10000,6886.0,0.6886,0.1,343,6,1,59078,0.1165577710822979,4734,5760,256708,249822.0,3,1,52,2,2,0,False,Revolving,1000,36,Business,0.0333333333333333,None,0,135,11,North,261,0.2284898489945788,90701,1,False,15134,Medium,234,591.0,False
35,Employed,6,Healthcare,Others,Married,Rent,9,2,East,62994,10753.0,0.1706987967107978,0.2538813220306696,331,7,1,89311,0.1203995028607898,26101,7094,100324,89571.0,6,3,34,1,2,0,False,Mortgage,15993,48,Home Improvement,0.0634703305076674,Vehicle,30396,121,6,South,51,0.0911099138838796,123161,1,False,2195,Low,210,780.0,False
30,Unemployed,6,Healthcare,University,Married,Own,11,0,West,57888,19990.0,0.3453220011055832,0.2555624654505251,300,2,2,95119,0.2101578023318159,3234,4052,434387,414397.0,5,3,3,3,3,0,False,Mortgage,14794,48,Home Improvement,0.0638906163626312,Real Estate,0,95,13,East,94,0.1310194591965893,36659,0,False,9277,High,249,689.0,False
60,Employed,2,Education,High School,Married,Own,13,0,West,59437,7900.634107879309,0.1329245101179283,0.5161767922337938,300,11,0,23829,0.3315554201972097,10304,81,79649,71748.3658921207,5,4,35,2,2,1,False,Mortgage,30680,36,Debt Consolidation,0.1720589307445979,None,0,95,9,East,31,0.0196454415350217,0,0,True,2787,Low,299,757.0,False
31,Self-Employed,0,Tech,High School,Single,Rent,6,0,East,105739,5375.0,0.0508327107311398,0.1122480825428649,501,9,1,121170,0.0443591648097713,3709,4684,155264,149889.0,2,0,27,2,1,0,False,Installment,11869,60,Debt Consolidation,0.0224496165085729,None,0,240,10,West,364,0.2778821999862947,20696,1,False,9356,High,69,850.0,False
45,Self-Employed,4,Other,Graduate,Single,Own,1,1,West,44854,45880.0,1.0,0.2022116199224149,305,13,2,84555,0.5426054047661285,52479,3185,0,-45880.0,2,0,32,2,3,0,False,Revolving,9070,36,Debt Consolidation,0.0674038733074716,None,0,254,8,South,23,0.0875533058045678,0,4,False,9469,Low,374,521.0,True
35,Unemployed,0,Healthcare,University,Married,Own,10,3,West,68947,7779.0,0.1128257937256153,0.260069328614733,325,3,2,128612,0.0604842471931079,32693,6828,266232,258453.0,3,0,48,1,3,0,False,Revolving,17931,24,Debt Consolidation,0.1300346643073665,Vehicle,0,545,9,West,327,0.0056339405714954,64169,2,False,0,Medium,193,850.0,False
74,Employed,2,Education,High School,Single,Rent,3,0,North,42175,648.4778901913032,0.015375883584856,0.0237107291049199,300,19,3,500,1.0,354,894,343852,343203.5221098087,4,3,18,2,1,0,False,Installment,1000,60,Home Improvement,0.0047421458209839,Real Estate,89849,242,5,North,267,0.0667422949194205,90578,3,False,4313,Low,268,709.0,False
45,Employed,2,Finance,University,Single,Own,0,1,North,57130,11863.357904224524,0.207655485808236,0.2612287764747068,300,19,1,39907,0.2972751122415747,8863,12624,0,-11863.357904224524,3,0,31,2,2,0,False,Revolving,14924,12,Business,0.2612287764747068,None,0,52,5,South,166,0.258141225381855,0,6,False,6278,Low,249,753.0,False
68,Self-Employed,34,Other,University,Single,Rent,5,0,West,64215,6358.0,0.0990111344701393,0.2761504321420229,388,11,4,59217,0.1073678166742658,8578,14365,257435,251077.0,4,2,3,3,3,0,False,Revolving,17733,36,Other,0.0920501440473409,None,0,313,8,West,196,0.1552238929344831,65878,2,False,13510,Low,221,818.0,False
73,Self-Employed,1,Finance,University,Single,Rent,7,2,East,81975,49734.264903689735,0.6067003952874624,0.0658859408356206,300,14,1,68673,0.7242186143562934,12992,11548,198842,149107.7350963103,7,1,48,1,6,1,False,Installment,5401,24,Debt Consolidation,0.0329429704178103,Real Estate,4968,10,2,North,146,0.3359808885887211,35213,2,False,7400,Low,388,578.0,True
44,Unemployed,8,Finance,University,Married,Rent,3,0,East,10000,34.04282166894393,0.0034042821668943,1.0,300,12,3,500,0.0680856433378878,4914,15118,102596,102561.95717833104,7,2,22,3,3,0,False,Revolving,18273,48,Debt Consolidation,0.456825,None,0,262,5,West,18,0.0429515449364896,30607,3,False,15341,Low,247,686.0,False
49,Self-Employed,0,Education,Graduate,Single,Rent,4,0,North,132427,734.3868469584689,0.0055455975515451,0.1545379718637438,370,9,1,500,1.0,15262,3404,0,-734.3868469584689,1,1,47,0,7,0,True,Installment,20465,12,Business,0.1545379718637438,None,0,352,13,South,101,0.1132780708389752,136999,1,False,0,High,345,708.0,False
64,Employed,3,Tech,Graduate,Married,Rent,4,4,West,52851,717.1899947255779,0.0135700364179595,0.4015061209816276,307,31,0,500,1.0,7693,1308,151505,150787.81000527443,5,3,31,2,3,1,False,Revolving,21220,48,Home Improvement,0.1003765302454069,None,0,653,10,West,25,0.1432801315647089,131268,0,False,14646,Low,325,671.0,False
26,Employed,3,Education,Graduate,Single,Own,1,5,North,10000,16040.0,1.0,0.6339,355,36,3,145185,0.1104797327547611,10684,2219,0,-16040.0,4,1,15,1,3,0,False,Revolving,6339,36,Home Improvement,0.2113,None,0,142,9,North,165,0.0676898226039483,64774,0,False,1494,Low,243,562.0,True
57,Employed,4,Education,High School,Married,Rent,2,0,North,127367,378.0,0.0029678017068785,0.0447368627666507,497,12,0,57466,0.0065778025267114,10736,17903,0,-378.0,3,2,24,0,6,0,False,Installment,5698,24,Business,0.0223684313833253,None,0,80,9,South,222,0.0329175999901313,0,0,False,5948,Medium,84,850.0,False
49,Self-Employed,8,Other,Graduate,Single,Rent,9,0,West,66032,743.5524146932104,0.011260486047571,0.0761600436152168,300,7,2,500,1.0,32047,20697,162256,161512.4475853068,5,2,16,0,3,1,False,Revolving,5029,48,Business,0.0190400109038042,Real Estate,173887,373,11,East,339,0.1669970988981827,56088,2,False,8116,High,355,707.0,False
37,Employed,7,Education,University,Single,Own,0,1,North,69418,382.2058012080779,0.0055058601689486,0.0680082975597107,300,9,1,507,0.7538575960711595,18712,343,136377,135994.79419879193,8,3,3,4,6,0,False,Installment,4721,36,Business,0.0226694325199035,None,0,56,7,West,163,0.0339900520481013,12660,1,False,18490,Medium,286,655.0,False
45,Self-Employed,7,Other,University,Single,Rent,4,0,West,18088,663.7217394270798,0.0366940368988876,0.7038367978770456,300,15,3,500,1.0,8183,33890,139502,138838.27826057293,9,2,38,0,6,1,False,Mortgage,12731,36,Debt Consolidation,0.2346122659590152,Real Estate,0,71,7,East,225,0.0627154129343967,0,4,False,13573,Medium,488,573.0,False
50,Unemployed,2,Healthcare,High School,Single,Rent,0,1,West,10000,24971.0,1.0,0.7553,300,15,2,118270,0.2111355373298385,33868,11796,130796,105825.0,4,3,18,1,4,1,False,Mortgage,7553,36,Debt Consolidation,0.2517666666666666,None,0,91,14,East,290,0.2195312389232522,0,2,False,948,Medium,391,521.0,False
21,Self-Employed,6,Other,University,Single,Own,1,3,East,98756,42003.0,0.4253209931548463,0.0208898699825833,378,4,2,82223,0.5108424650037094,6187,44813,332940,290937.0,5,1,58,6,3,0,False,Installment,2063,36,Business,0.0069632899941944,None,0,242,11,South,259,0.2527085308225744,80198,1,False,10439,Low,208,725.0,False
63,Employed,3,Education,University,Married,Own,2,1,North,83935,21878.0,0.2606540775600167,0.0682671114552927,407,22,2,43449,0.5035328776266428,3896,2035,172554,150676.0,4,2,55,4,4,0,False,Installment,5730,48,Debt Consolidation,0.0170667778638231,Real Estate,0,185,11,South,38,0.0369740278586214,51955,0,False,0,Medium,260,824.0,False
74,Employed,0,Healthcare,Graduate,Single,Mortgage,1,0,West,73520,1396.5234508472383,0.0189951503107622,0.1240342763873775,300,13,0,6451,0.216481700642883,2179,17177,214781,213384.47654915275,5,4,12,1,2,0,False,Installment,9119,48,Business,0.0310085690968443,Real Estate,129795,101,9,West,327,0.0388439667688951,52447,2,False,3089,Medium,174,811.0,False
51,Unemployed,11,Healthcare,High School,Married,Own,11,1,West,20556,4912.0,0.2389569955244211,0.4653142634753843,300,10,0,32423,0.1514973938253709,22795,13776,42488,37576.0,5,1,9,2,2,0,False,Revolving,9565,36,Debt Consolidation,0.1551047544917947,Real Estate,0,174,10,South,298,0.0322846262703336,84087,1,False,2198,Low,299,710.0,True
65,Employed,11,Tech,University,Others,Own,12,0,East,37885,6931.0,0.18294839646298,0.0263956711099379,343,10,2,65478,0.1058523473533095,6602,38929,56850,49919.0,4,3,17,4,3,1,False,Revolving,1000,48,Debt Consolidation,0.0065989177774844,Vehicle,44694,27,11,West,299,0.0545274286238298,57508,0,False,0,Low,255,795.0,False
20,Employed,1,Education,University,Single,Rent,0,2,South,131623,16970.604676883657,0.1289334286324096,0.0590322360073847,409,6,2,82454,0.2058190588313927,10555,1241,0,-16970.604676883657,3,2,49,1,0,0,False,Revolving,7770,60,Business,0.0118064472014769,None,0,44,7,West,287,0.1743676599007873,125641,2,False,6730,Medium,112,850.0,False
43,Employed,12,Finance,High School,Married,Mortgage,13,1,East,14687,3560.0,0.2423912303397562,1.0,300,10,2,220954,0.016111950903808,50173,16654,79983,76423.0,6,2,24,0,4,0,False,Revolving,25792,12,Other,0.5,Real Estate,214381,40,13,East,173,0.0794972558455911,0,1,False,2324,Medium,215,702.0,False
25,Employed,7,Education,Graduate,Single,Own,1,2,North,10000,93559.0,1.0,1.0,300,4,1,116758,0.8013069768238579,12412,7847,117626,24067.0,7,3,30,1,3,0,False,Revolving,13680,36,Business,0.456,None,0,78,5,West,28,0.1751536787921789,38164,2,False,3232,Medium,400,412.0,True
23,Employed,2,Finance,University,Married,Rent,0,1,East,70574,36717.0,0.5202624195879503,0.4513135148921699,403,23,2,41128,0.8927494650846138,5244,6917,0,-36717.0,0,3,31,1,1,0,False,Revolving,31851,36,Home Improvement,0.1504378382973899,None,0,308,13,South,194,0.1255308735812245,0,1,False,4711,High,224,739.0,False
